random,date,hour,cloud_coverage,visibility,temperature,dew_point,relative_humidity,wind_speed,station_pressure,alimeter,solar_energy
0.235187225,2/5/2017,10,0,10,4.14,-2.67,59.88,13.08,29.24,30.03,1078
0.405159544,2/5/2017,11,0,10,5.51,-2.57,57,10.36,29.26,30.05,1075.5
0.900642307,2/5/2017,12,0,10,6.65,-2.13,52.36,11.96,29.25,30.04,1075.5
0.985261002,2/5/2017,13,0,10,7.28,-1.95,53.04,11.24,29.25,30.04,1075
0.920507975,2/5/2017,14,0,10,7.72,-1.76,50.4,10.6,29.26,30.05,1075
0.376550558,2/5/2017,15,0,10,7.55,-2.01,49.76,9.4,29.28,30.07,1074.75
0.402748997,2/5/2017,16,0,10,6.4,-2.17,43.05,6.76,22.36,30.07,1073.25
0.289438905,2/5/2017,17,0,10,4.04,-2.19,62.6,2.8,29.3,30.09,1073.25
0.87629383,2/6/2017,6,0,9.92,-2.01,-2.47,88.72,6.32,29.21,30,1072.5
0.47061479,2/6/2017,7,0,7.96,-1.03,-2.25,88.84,6.08,29.2,29.99,1072
0.221243846,2/6/2017,8,0.02,7.04,1.46,-0.41,87.43,7,29.19,29.98,1071.5
0.331297958,2/6/2017,9,0.34,7.75,4.03,1.79,81.82,11.14,29.18,29.97,1071.5
0.454477528,2/6/2017,10,1,4.14,5.52,4.17,90.76,9.36,29.17,29.96,1071.5
0.921396852,2/6/2017,11,1,3.93,6.38,5.33,88.89,10,29.14,29.93,1071
0.013713678,2/6/2017,12,1,1.04,6.17,6.04,94.78,7.96,29.1,29.89,1070.25
0.04760259,2/6/2017,13,1,0.56,6.19,6.29,98.24,9.19,29.06,29.85,1070
0.795170227,2/6/2017,14,1,0.25,6.38,6.5,99.72,10.04,29.02,29.81,1069.75
0.800029198,2/6/2017,15,1,0.1,6.5,6.47,99.56,9.44,29.01,29.8,1068.75
0.481327578,2/6/2017,16,1,0.01,6.59,6.68,98.56,8.68,29,29.79,1068.5
0.581082956,2/6/2017,17,1,0.16,6.44,6.68,98.56,9.8,28.97,29.76,1068.25
0.323213815,2/7/2017,6,1,8,14.47,14.03,96.47,14.42,28.65,29.43,1068.25
0.313915832,2/7/2017,7,0.99,8,14.41,14.1,93.89,13.65,28.63,29.41,1067
0.377897669,2/7/2017,8,0.82,8.92,14.7,14.12,92.88,13.44,28.63,29.41,1066.5
0.652637494,2/7/2017,9,0.99,9.96,15.44,13.86,87,14.76,28.62,29.4,1065.75
0.028255534,2/7/2017,10,0.97,10,16.2,13.41,79.73,17.15,28.62,29.4,1065.5
0.591581815,2/7/2017,11,1,10,16.16,13.78,82.68,18.32,28.62,29.4,1065.25
0.594820884,2/7/2017,12,0.9,9.96,15.87,13.26,82.51,18.53,28.62,29.4,1065.25
0.910799415,2/7/2017,13,1,6.52,14.09,12.21,87.86,20.96,28.63,29.42,1065
0.159808218,2/7/2017,14,1,4.59,11.81,10.85,92.9,22.85,28.67,29.45,1064.5
0.219124697,2/7/2017,15,1,4.12,10.81,9.69,90.56,22.44,28.7,29.48,1064.5
0.633390505,2/7/2017,16,1,4.42,10.49,8.92,88.01,21.19,28.74,29.52,1063.75
0.045456228,2/7/2017,17,1,4.69,9.47,8.05,90.39,15.54,28.78,29.56,1063
0.114513127,2/8/2017,6,1,10,-0.62,-2.09,84.6,8.6,29.06,29.85,1061.5
0.011459764,2/8/2017,7,1,10,-0.65,-2.09,84.72,3,29.06,29.85,1061.5
0.011832733,2/8/2017,8,1,10,-0.31,-2.35,81.58,7.38,29.06,29.85,1061.25
0.121548132,2/8/2017,9,1,7.76,0.3,-2.36,81.72,10.04,29.08,29.87,1061
0.270228843,2/8/2017,10,0.99,1.68,0.11,-1.1,92.41,7.28,29.11,29.9,1061
0.644662029,2/8/2017,11,1,1.27,-0.56,-1.3,93.13,10.16,29.13,29.93,1059.5
0.452017903,2/8/2017,12,1,2.22,-0.85,-1.24,94.94,10.92,29.12,29.91,1059
0.800531727,2/8/2017,13,1,1.36,-1.05,-1.6,93.33,11.46,29.13,29.93,1059
0.403251179,2/8/2017,14,1,0.71,-1.56,-2.11,92.56,14.52,29.14,29.93,1059
0.598304737,2/8/2017,15,1,1.11,-1.98,-2.5,93.8,14.27,29.15,29.94,1058.5
0.316736826,2/8/2017,16,1,2.25,-2.33,-3.08,91.29,11.85,29.17,29.96,1058
0.374091507,2/8/2017,17,1,2.23,-2.85,-3.32,91.23,12.92,29.2,29.99,1056.5
0.967540679,2/9/2017,6,0,10,-13.07,-15.22,73.96,8.08,29.46,30.26,1055.5
0.060598836,2/9/2017,7,0,10,-13.91,-16.71,78.56,7.36,29.48,30.28,1054.5
0.685766025,2/9/2017,8,0,10,-12.24,-16.02,76,9.24,29.52,30.32,1053.5
0.058107844,2/9/2017,9,0,10,-10.27,-13.98,74.8,11.08,29.55,30.35,1053.25
0.989146731,2/9/2017,10,0,10,-9.15,-13.15,69.88,15.64,29.57,30.37,1052.75
0.032955528,2/9/2017,11,0,10,-8.54,-13.2,65.96,15.92,29.59,30.39,1051.75
0.328510916,2/9/2017,12,0,10,-8.15,-12.96,64.88,13.04,29.59,30.39,1051.5
0.385960105,2/9/2017,13,0,10,-7.65,-13.07,63.92,12.36,29.59,30.39,1050.25
0.183385849,2/9/2017,14,0,10,-7.27,-12.97,61.56,11.48,29.58,30.38,1049.75
0.143665715,2/9/2017,15,0,10,-7.36,-12.78,62.56,8.72,29.57,30.37,1049.5
0.99389075,2/9/2017,16,0,10,-8.07,-13.31,61.8,7,29.56,30.36,1047
0.31924775,2/9/2017,17,0,10,-10.41,-14.27,68.72,5.64,29.55,30.35,1046
0.639960748,2/10/2017,6,0,10,-3.74,-6.73,78.72,15.84,29.34,30.13,1043.75
0.894514242,2/10/2017,7,0,10,-3.74,-6.6,77.64,18.08,29.3,30.09,1043
0.024287522,2/10/2017,8,0,10,-2.93,-5.82,78.72,18.72,29.28,30.07,1041.25
0.377484598,2/10/2017,9,0,10,-1.59,-4.83,78.92,20.81,29.24,30.03,1041
0.066280048,2/10/2017,10,0,8.04,-0.04,-3.58,77.12,22,29.19,29.98,1040.75
0.769389926,2/10/2017,11,0,10,1.43,-2.52,72.88,18.8,29.15,29.94,1040.5
0.774559095,2/10/2017,12,0,10,3.28,-1.65,69.88,15.68,29.09,29.88,1040
0.468992463,2/10/2017,13,0,10,5.49,-0.13,72.24,14.88,29.05,29.84,1039.5
0.071284683,2/10/2017,14,0,10,7.72,1.89,72.28,12.72,29,29.79,1039
0.964472817,2/10/2017,15,0,10,9.02,3.28,67.48,14.32,28.98,29.77,1038.25
0.875805844,2/10/2017,16,0,10,8.64,3.63,68.88,14.6,28.95,29.74,1038
0.841217031,2/10/2017,17,0,10,7.65,3.28,70.88,9.04,28.97,29.76,1038
0.226141783,2/11/2017,6,0,10,3.72,3.65,87.92,2.88,29.06,29.85,1037.5
0.307971744,2/11/2017,7,0,10,3.32,3.52,90.16,1.96,29.08,29.88,1036.75
0.771398342,2/11/2017,8,0,10,5.75,5.19,85.88,6.44,29.11,29.9,1036.75
0.815875838,2/11/2017,9,0,10,9.18,6.78,84.8,6.44,29.11,29.9,1036.25
0.204673998,2/11/2017,10,0,10,11.94,8.27,81.92,6.44,29.12,29.91,1036
0.212909002,2/11/2017,11,0,10,13.86,9.46,77.56,4.2,29.11,29.9,1036
0.74592488,2/11/2017,12,0,10,15.17,10.25,72.96,0.32,29.09,29.88,1035
0.697442112,2/11/2017,13,0,10,16.41,11.56,71.68,8.76,29.05,29.84,1033.5
0.08064234,2/11/2017,14,0.14,10,17.46,12.66,74.16,8.76,29.03,29.82,1032.75
0.82143276,2/11/2017,15,0.62,10,18.15,13.38,74.6,5.96,29.03,29.82,1032
0.16412368,2/11/2017,16,0.61,10,17.07,13.75,78.54,2.38,29.02,29.82,1029.75
0.618303724,2/11/2017,17,1,10,15.57,13.6,85.68,2.12,29.04,29.83,1029.5
0.021525962,2/12/2017,6,0.9,5,2.99,2.25,93.68,13.88,29.23,30.02,1029.25
0.946801095,2/12/2017,7,0.8,4.72,2.84,2.07,93.68,11.84,29.27,30.06,1029.25
0.982978552,2/12/2017,8,0.14,5,3.63,2.25,88.88,13.56,29.3,30.09,1028.25
0.733858428,2/12/2017,9,0.62,5.68,5.51,3.33,84.88,14.12,29.32,30.12,1027.75
0.373809163,2/12/2017,10,0.01,10,8.8,5.24,77.6,17.16,29.32,30.11,1027
0.349677579,2/12/2017,11,0.42,10,10.19,5.56,73.68,23.64,29.34,30.13,1025.75
0.315802969,2/12/2017,12,0.29,10,10.46,3.35,61.8,29,29.35,30.14,1025.5
0.739552168,2/12/2017,13,0.01,10,9.76,-0.67,49.28,28,29.37,30.17,1025.5
0.693765283,2/12/2017,14,0,10,9.24,-2.14,44.72,31.28,29.39,30.19,1025.5
0.262281934,2/12/2017,15,0,10,8.63,-3.63,41.2,24.16,29.42,30.22,1024.75
0.572005937,2/12/2017,16,0,10,7.41,-3.79,44.45,25.04,29.45,30.25,1024.25
0.674220072,2/12/2017,17,0,10,5.53,-3.78,50.25,18.28,29.49,30.29,1024.25
0.896282376,2/13/2017,6,0,10,-4.2,-4.72,89.28,2.04,29.56,30.36,1023.25
0.651572443,2/13/2017,7,0,10,-4.19,-4.94,90.76,4.48,29.57,30.37,1020.75
0.994546409,2/13/2017,8,0,10,-1.09,-2.53,84.84,5.64,29.57,30.37,1020.75
0.558898047,2/13/2017,9,0,10,1.19,-1.54,79.96,7,29.58,30.38,1020.5
0.148947176,2/13/2017,10,0,10,3.12,-1.88,68.8,2.76,29.56,30.36,1020.25
0.54314533,2/13/2017,11,0,10,4.85,-2.82,56.2,8,29.54,30.34,1020.25
0.678666716,2/13/2017,12,0,10,5.9,-3.11,50.68,12.44,29.5,30.3,1019.75
0.570291925,2/13/2017,13,0,10,6.85,-3.09,48,9.64,29.46,30.26,1019.25
0.485319997,2/13/2017,14,0,10,7.42,-3.23,46.28,8.96,29.43,30.23,1018.25
0.923084955,2/13/2017,15,0,10,7.05,-2.73,49.13,9.08,29.41,30.21,1018
0.745379921,2/13/2017,16,0,10,6.35,-2.57,52.09,7.12,29.37,30.17,1017.75
0.552080997,2/13/2017,17,0,10,5.31,-1.42,60.85,5.72,29.36,30.16,1017.75
0.120352772,2/14/2017,6,0,10,0.69,-0.6,86.04,8.76,29.14,29.93,1016.5
0.189917388,2/14/2017,7,0,10,0.84,-0.31,87.56,9,29.14,29.93,1015.25
0.927353178,2/14/2017,8,0,10,3.18,0.02,77.2,12.28,29.14,29.93,1014.75
0.242442389,2/14/2017,9,0,10,5.05,0.58,73.2,14.96,29.15,29.94,1013.5
0.409593263,2/14/2017,10,0,10,6.58,1.38,69.6,15.08,29.14,29.93,1013.25
0.53925235,2/14/2017,11,0,10,8.42,2.53,66.96,11.88,29.12,29.91,1013
0.697970379,2/14/2017,12,0,10,10,2.72,60.56,14,29.09,29.88,1012.75
0.011708649,2/14/2017,13,0,10,11.06,2.18,54.68,14.68,29.05,29.84,1012.5
0.655788415,2/14/2017,14,0,10,11.08,1.12,50.6,13.48,29.04,29.83,1012.25
0.32866915,2/14/2017,15,0,10,10.66,1.21,51.88,11.88,29.03,29.82,1012
0.027489893,2/14/2017,16,0,10,9.61,1.46,56.24,13.12,29.02,29.81,1011.75
0.384165475,2/14/2017,17,0,10,7.41,1.77,64.24,10.36,29.01,29.8,1011.25
0.003363957,2/15/2017,6,0,10,-2.75,-4.4,81.64,6.72,29.09,29.88,1010.75
0.976451911,2/15/2017,7,0,10,-2.23,-5.08,77.04,8.64,29.12,29.91,1010.5
0.673104278,2/15/2017,8,0,10,-0.79,-5.63,68.48,13.8,29.15,29.94,1010.5
0.453398541,2/15/2017,9,0,10,0.3,-7.1,57.28,15.76,29.15,29.94,1009.75
0.78210111,2/15/2017,10,0,10,1.5,-6.92,52.56,14.4,29.16,29.95,1009.75
0.632278272,2/15/2017,11,0,10,2.91,-6.82,48.48,15.36,29.16,29.95,1006.75
0.979191795,2/15/2017,12,0,10,4.15,-6.81,45.24,18.56,29.14,29.93,1006.75
0.71137189,2/15/2017,13,0,10,5.23,-6.83,40.88,16.6,29.13,29.92,1006.5
0.183228073,2/15/2017,14,0,10,5.68,-6.79,40.12,17,29.12,29.91,1005.75
0.104870561,2/15/2017,15,0,10,5.8,-6.92,39.16,18.72,29.12,29.91,1004.75
0.683247013,2/15/2017,16,0,10,5.22,-6.65,41.28,15.76,29.12,29.91,1004.5
0.34236519,2/15/2017,17,0,10,3.25,-5.69,51.05,10.84,29.12,29.91,1004.25
0.141139973,2/16/2017,6,0.28,10,-4.43,-5.21,89.32,0.24,29.16,29.95,1003
0.348054261,2/16/2017,7,0.88,10,-3.74,-4.33,88.52,1.8,29.18,29.97,1003
0.366270732,2/16/2017,8,0.78,10,-1.01,-3.51,79.6,3.64,29.19,29.98,1002.5
0.116228774,2/16/2017,9,0,10,1.86,-4,65.28,6.64,29.17,29.96,1002.25
0.305324676,2/16/2017,10,0,10,3.7,-4.3,56.4,9.08,29.17,29.96,1002
0.99650362,2/16/2017,11,0,10,5.8,-4.7,47.4,11.64,29.14,29.93,1000.75
0.295384699,2/16/2017,12,0,10,7.56,-4.44,42.52,13.44,29.1,29.89,1000.5
0.085438418,2/16/2017,13,0,10,9.07,-4,40.76,15.08,29.07,29.86,1000.5
0.428288125,2/16/2017,14,0,10,10.32,-3.05,40.68,17.12,29.03,29.82,1000.25
0.473158451,2/16/2017,15,0,10,10.61,-1.76,43.68,17,29,29.79,1000.25
0.033590246,2/16/2017,16,0,10,10.36,-0.82,47.64,15.04,28.98,29.77,999
0.668563414,2/16/2017,17,0,10,9.12,-0.12,53.56,11.4,28.97,29.76,998.5
0.651785701,2/17/2017,6,0,10,2,-0.04,80.68,5.16,28.95,29.74,996.75
0.45409017,2/17/2017,7,0,10,3.05,0.24,76.84,3.92,28.96,29.75,996.25
0.807647834,2/17/2017,8,0,10,7.29,1.93,68.64,8.24,28.97,29.76,996
0.845381343,2/17/2017,9,0,10,11.26,2.68,54.88,13.72,28.97,29.76,996
0.686420091,2/17/2017,10,0,10,14.6,3.5,46.88,15.72,28.97,29.76,996
0.716767785,2/17/2017,11,0,10,16.87,3.81,41.2,13.8,28.96,29.75,995.75
0.731101227,2/17/2017,12,0,10,18.64,4.02,37.52,13.12,28.94,29.73,994
0.467662572,2/17/2017,13,0,10,19.96,4.27,35.88,15.72,28.92,29.71,993.75
0.874427548,2/17/2017,14,0,10,20.54,4.48,33.92,19.04,28.92,29.7,993
0.491893443,2/17/2017,15,0,10,20.31,4.66,34.52,18.12,28.92,29.71,992.5
0.176912287,2/17/2017,16,0,10,19.53,4.53,35.52,16,28.92,29.71,991.75
0.331066932,2/17/2017,17,0,10,16.92,3.72,39.12,12.56,28.93,29.72,990.75
0.601748832,2/18/2017,6,0,10,5.47,3.61,81.68,8.4,28.97,29.76,990.25
0.753256865,2/18/2017,7,0,10,6.18,3.83,78.8,6.48,28.97,29.76,989.5
0.450399858,2/18/2017,8,0,10,8.5,4.5,73.36,6.52,29,29.79,988.25
0.367329558,2/18/2017,9,0,10,11.95,4.92,55.36,12.68,29,29.79,988
0.720774915,2/18/2017,10,0,10,14.35,5.44,55.24,12.4,29.01,29.8,988
0.79348154,2/18/2017,11,0,10,16.66,5.66,47.52,12.44,28.99,29.78,987.75
0.615898138,2/18/2017,12,0,10,17.81,5.58,42.96,12.36,28.97,29.76,987
0.101736958,2/18/2017,13,0,10,18.78,5.68,40.44,11.08,28.96,29.75,985.25
0.723749402,2/18/2017,14,0,10,19.57,5.74,41.12,11.4,28.95,29.74,984.75
0.653890798,2/18/2017,15,0,10,20.23,5.76,37.44,13.36,28.96,29.75,984
0.555073978,2/18/2017,16,0,10,18.74,5.83,39.68,9.76,28.97,29.76,983.75
0.979217992,2/18/2017,17,0,10,16.05,6.66,49.6,11.84,28.98,29.77,983
0.880319142,2/19/2017,6,1,0.34,8.25,8.42,99.47,2.96,29.21,30,982.75
0.362103731,2/19/2017,7,1,0.02,7.93,8.08,99.85,4.11,29.23,30.02,982.5
0.999636386,2/19/2017,8,1,0.1,8.22,8.33,99.47,5.15,29.27,30.06,982.5
0.017080871,2/19/2017,9,1,0.52,8.7,8.85,99.45,2.18,29.28,30.08,982
0.554533329,2/19/2017,10,1,1.88,9.61,9.48,98.97,5.44,29.29,30.08,981.25
0.7153237,2/19/2017,11,0.74,4.07,11.69,9.59,88.6,6.85,29.29,30.09,980.75
0.955716464,2/19/2017,12,0,7.04,14.79,9.86,75.76,4.36,29.28,30.07,980.75
0.292541684,2/19/2017,13,0,10,17.4,9.16,58.88,3.48,29.27,30.06,980.25
0.946309169,2/19/2017,14,0,10,18.88,7.52,47,3.72,29.27,30.06,980.25
0.010504798,2/19/2017,15,0,10,19.47,6.86,42.72,4.48,29.28,30.07,978.5
0.370768948,2/19/2017,16,0,10,18.84,7.32,44.56,5.32,29.27,30.06,977.5
0.559076538,2/19/2017,17,0,10,16.15,7.74,52.24,5.44,29.27,30.06,976.25
0.166142577,2/20/2017,6,1,0.25,7.04,7.25,99.84,8.72,29.34,30.14,975.75
0.94033489,2/20/2017,7,1,0.01,7.14,7.38,98.56,8.4,29.34,30.14,975.75
0.592952345,2/20/2017,8,1,0.24,8.01,8.05,99.47,8.73,29.34,30.14,974.5
0.896468467,2/20/2017,9,0.76,2.94,10.61,10.49,96.57,11.43,29.35,30.15,972.75
0.050212573,2/20/2017,10,0.05,8.62,14.56,11.54,81.07,15.08,29.33,30.13,972
0.050636805,2/20/2017,11,0,10,17.79,11.78,68.52,17,29.31,30.11,971.25
0.550210356,2/20/2017,12,0,10,19.66,11.69,59.56,20.4,29.29,30.08,970.5
0.292256299,2/20/2017,13,0,10,21.01,11.98,56.76,17.6,29.26,30.05,970.25
0.915225722,2/20/2017,14,0,10,21.52,11.94,53.48,18.92,29.22,30.01,969.75
0.406431098,2/20/2017,15,0,10,21.54,11.38,51.44,19.68,29.21,30,969.75
0.876993123,2/20/2017,16,0,10,20.25,11.5,56.68,15.72,29.21,30,969.25
0.827342816,2/20/2017,17,0,10,18.48,11.6,61.4,11.16,29.21,30,968.75
0.241437454,2/21/2017,6,0.78,10,11.41,9.84,84.8,0,29.16,29.95,967.5
0.553797464,2/21/2017,7,1,10,11.99,9.99,82.88,4.44,29.18,29.97,966.5
0.256519534,2/21/2017,8,1,6.96,12.19,11.12,91.76,1.6,29.18,29.97,966.25
0.233360501,2/21/2017,9,1,7.92,13.17,12.22,92.76,2.8,29.18,29.97,965.25
0.090214852,2/21/2017,10,0.92,5.72,13.94,12.87,93.56,3.12,29.17,29.96,965
0.72477662,2/21/2017,11,1,8.88,14.72,13.54,89.88,2.24,29.17,29.96,964.75
0.849486575,2/21/2017,12,0.74,9.04,15.11,13.94,87.72,1.6,29.16,29.95,964.5
0.620578137,2/21/2017,13,0.92,10,15.79,14.13,86.64,3.84,29.15,29.94,963.75
0.835721185,2/21/2017,14,0.92,10,16.59,13.49,76.92,0,29.13,29.92,963.75
0.153027812,2/21/2017,15,0.56,10,17.18,13.08,71.08,2.56,29.12,29.91,963.25
0.289292515,2/21/2017,16,0.66,10,16.83,13.61,75.96,3.64,29.12,29.91,962.75
0.095040674,2/21/2017,17,1,9.96,15.96,13.48,79.92,4.28,29.13,29.92,962.75
0.577546887,2/22/2017,6,1,0.01,6.88,7.34,97.28,1.92,29.08,29.87,962.25
0.604097765,2/22/2017,7,1,0,7.99,8.32,98.56,3.12,29.07,29.86,962
0.508530632,2/22/2017,8,1,0,10.16,10.72,99.84,5.16,29.06,29.85,961.5
0.157420117,2/22/2017,9,0.99,0.66,12.21,12.55,99.01,7.55,29.04,29.84,959
0.781388721,2/22/2017,10,0.55,5.63,14.94,14.25,93.48,10.11,29.04,29.83,959
0.145577912,2/22/2017,11,0.55,8.85,18.28,14.13,76.16,12.15,29.02,29.81,958.5
0.838433998,2/22/2017,12,0.51,9.85,19.71,14.12,69.54,11.38,28.98,29.77,958.5
0.314652977,2/22/2017,13,0.54,10,20.57,14.05,64.28,11.76,28.96,29.75,958.25
0.520683119,2/22/2017,14,0.63,10,20.71,13.84,61,14.85,28.95,29.73,958
0.392658082,2/22/2017,15,0.29,10,20.86,13.98,61.88,14.12,28.94,29.72,957.5
0.942558352,2/22/2017,16,0.43,10,20.63,13.7,63.72,14.4,28.92,29.71,956.75
0.727597145,2/22/2017,17,0,10,18.88,13.65,67.64,8.92,28.92,29.71,956.25
0.216504062,2/23/2017,6,1,0.1,6.49,7.34,98.24,1.04,28.95,29.74,956
0.841600456,2/23/2017,7,1,0.01,7.34,7.28,98.15,0,28.96,29.75,955.25
0.573798589,2/23/2017,8,0.43,4.3,9.09,9.55,99.11,0.31,28.96,29.76,954.75
0.248027694,2/23/2017,9,0.11,8.48,11.95,11.15,89.61,4.35,28.96,29.75,954.25
0.658385139,2/23/2017,10,0.04,9.71,13.52,10.89,79.91,7.04,28.96,29.75,953.75
0.746815981,2/23/2017,11,0.91,9.88,14.54,11.7,79.32,2.04,28.98,29.77,953
0.633611037,2/23/2017,12,1,9.7,15.11,11.96,80.15,5,28.95,29.74,951
0.565674758,2/23/2017,13,1,9.89,15.54,11.84,73.77,9.38,28.95,29.73,951
0.897338818,2/23/2017,14,0.98,9.89,15.76,11.13,70.88,10.15,28.92,29.71,949.5
0.450237741,2/23/2017,15,0.62,9.92,15.86,11.73,73.72,12.68,28.91,29.69,949.5
0.306977607,2/23/2017,16,0.81,9.88,15.2,11.25,76.08,13.96,28.9,29.69,948.25
0.758831388,2/23/2017,17,0.64,9.92,14.36,9.72,76.2,16.08,28.89,29.67,948
0.250521106,2/24/2017,6,0.41,10,15.11,13.98,86.88,22.32,28.68,29.46,945.75
0.71896842,2/24/2017,7,0,10,15.26,14.05,87,19.8,28.69,29.47,944.25
0.460802093,2/24/2017,8,0.28,10,16.45,14.4,84.96,20.36,28.69,29.47,943.75
0.657898192,2/24/2017,9,0.28,10,17.56,14.43,78.84,19.56,28.69,29.47,943.5
0.963676851,2/24/2017,10,0.14,10,18.58,14.21,74.8,21.28,28.69,29.47,943.25
0.214732437,2/24/2017,11,0.66,10,19.38,13.88,69.6,24.67,28.68,29.46,943.25
0.220378947,2/24/2017,12,0.91,10,19.05,13.7,66.44,27.56,28.68,29.46,942.25
0.568135806,2/24/2017,13,0.82,10,16.12,12.1,70.84,19.88,28.69,29.47,941.5
0.412278779,2/24/2017,14,0.56,10,14.64,10.01,68.54,22.65,28.71,29.5,941.25
0.397712267,2/24/2017,15,0.33,10,13.9,8.71,64.73,23.04,28.72,29.51,941.25
0.847580284,2/24/2017,16,0.41,10,12.14,6.6,64.54,22.53,28.75,29.54,940.25
0.930594126,2/24/2017,17,0.75,10,9.31,5.37,75.41,22.6,28.77,29.56,939.25
0.4454053,2/25/2017,6,1,9.04,-3.19,-5.25,81.4,18.84,29.02,29.81,939.25
0.474279493,2/25/2017,7,1,6.58,-3.99,-6.4,79.93,24.65,29.05,29.84,939
0.109448872,2/25/2017,8,0.92,8.58,-3.95,-7.47,74.08,24.31,29.09,29.88,938.75
0.255124734,2/25/2017,9,0.9,10,-2.95,-7.36,71.66,23.07,29.11,29.9,937.75
0.788004857,2/25/2017,10,1,9.85,-2.39,-6.72,71.35,22.04,29.13,29.92,937.75
0.540413972,2/25/2017,11,0.92,10,-1.35,-6.59,66.76,19.44,29.15,29.94,937.25
0.863766924,2/25/2017,12,0.99,10,-0.42,-5.81,65.53,22.08,29.16,29.95,936
0.889345702,2/25/2017,13,0.99,10,0.23,-6.42,60.85,21.04,29.16,29.95,936
0.090541886,2/25/2017,14,0.83,10,0.9,-6.81,57.85,22.04,29.18,29.97,935.5
0.551417226,2/25/2017,15,0.73,10,1.06,-7.34,54.17,20.84,29.2,29.99,935.25
0.535034528,2/25/2017,16,0.53,10,0.38,-7.27,56.41,17.76,29.21,30,935
0.679583395,2/25/2017,17,0.14,10,-0.72,-7.37,59.73,15.2,29.23,30.02,934.5
0.65024338,2/26/2017,6,0.96,10,-6.27,-7.98,81.04,7.36,29.3,30.09,934.25
0.181223939,2/26/2017,7,0.7,10,-4.43,-7.44,76.76,9.28,29.3,30.09,933.75
0.731857049,2/26/2017,8,0.53,10,-1.49,-6.95,64.52,15.68,29.31,30.11,933.5
0.872056014,2/26/2017,9,0,10,1.68,-7.15,52.72,18.88,29.31,30.11,932.75
0.389511674,2/26/2017,10,0,10,4.65,-7.88,39.92,19.84,29.3,30.09,932.5
0.040483643,2/26/2017,11,0,10,6.46,-8.82,32.28,21.16,29.3,30.09,932.5
0.535553529,2/26/2017,12,0,10,8.28,-7.9,31.24,23.36,29.27,30.06,932
0.336003229,2/26/2017,13,0,10,9.39,-7.72,28.28,25.52,29.25,30.04,931.5
0.794211981,2/26/2017,14,0,10,9.02,-7.8,27.68,26.56,29.24,30.03,930
0.962472549,2/26/2017,15,0,10,8.63,-7.36,29.28,21.84,29.24,30.03,929.25
0.684540862,2/26/2017,16,0.16,10,7.61,-7.05,34.2,22.64,29.25,30.04,929
0.212874039,2/26/2017,17,0.46,10,6.7,-5.42,40.84,20.04,29.26,30.05,927.75
0.189676566,2/27/2017,6,1,10,2.21,-1.12,82.84,5.36,29.36,30.16,927.5
0.683155447,2/27/2017,7,1,10,2.75,0.7,85.4,6.64,29.37,30.17,927
0.970525029,2/27/2017,8,0.15,10,5.74,2.38,81.76,7.72,29.37,30.17,926.5
0.731456141,2/27/2017,9,0,10,8.7,1.94,63.12,10.44,29.36,30.16,926.25
0.475895411,2/27/2017,10,0,10,10.84,1.8,52.96,11.4,29.36,30.16,925.25
0.118103621,2/27/2017,11,0.29,10,12.29,2.12,48.36,11.12,29.35,30.14,925
0.159773741,2/27/2017,12,0.43,10,13.04,2.6,47.96,8.32,29.33,30.13,924.75
0.094078335,2/27/2017,13,0.91,10,13.44,2.74,48.24,9.72,29.31,30.11,924
0.824595471,2/27/2017,14,0.83,10,14.1,3,45.92,11.32,29.3,30.09,924
0.517954848,2/27/2017,15,0.65,10,14.46,3.06,46.24,10.56,29.29,30.08,923.75
0.945981806,2/27/2017,16,0.3,10,14.04,3.06,20.75,9.16,8.53,30.07,922.75
0.206866697,2/27/2017,17,0.29,10,12.47,3.74,20.83,8.84,8.53,30.07,922.75
0.045385548,2/28/2017,6,1,10,10.12,9.53,92.77,13.11,29.11,29.9,922.75
0.626127912,2/28/2017,7,1,8.81,10.35,9.88,94.56,14.44,29.09,29.89,922.75
0.435569781,2/28/2017,8,1,1.74,10.88,10.64,96.86,13.48,29.09,29.88,922.25
0.791847257,2/28/2017,9,1,2.19,11.87,11.66,97.65,14.96,29.07,29.86,922
0.713184247,2/28/2017,10,1,1.58,12.46,12.42,98.24,12.54,29.07,29.86,922
0.03589574,2/28/2017,11,1,1.74,13.15,13.11,98.44,12.52,29.06,29.85,921
0.673236929,2/28/2017,12,1,3.1,13.82,13.77,97.36,15.72,29.01,29.8,921
0.811410782,2/28/2017,13,1,2.19,14.77,14.24,98.12,17.63,28.97,29.76,920
0.749279405,2/28/2017,14,1,4.92,16.05,15.1,97.16,15.76,28.94,29.73,918.5
0.14298531,2/28/2017,15,0.08,8.15,17,15.57,24.56,16.84,9.29,29.71,916
0.589589968,2/28/2017,16,0.18,10,17.46,15.9,22.21,15.72,8.51,29.68,915.25
0.59643626,2/28/2017,17,0.35,10,17.47,16.11,24.68,17.77,9.28,29.64,914
0.727730424,3/1/2017,6,0.24,10,10.92,10.81,94.8,9.04,28.72,29.5,910
0.51948648,3/1/2017,7,0.98,8.31,10.78,10.11,91.25,18.31,28.75,29.53,909.5
0.531185597,3/1/2017,8,1,6.17,8.68,7.96,89.87,24.17,28.8,29.59,909.5
0.13445628,3/1/2017,9,1,6.6,7.2,6.59,92.4,27.16,28.84,29.62,909
