random,date,hour,cloud_coverage,visibility,temperature,dew_point,relative_humidity,wind_speed,station_pressure,alimeter,solar_energy
0.257270255,2/1/2016,6,0,9.92,0.37,-0.01,89.12,4.72,29.19,29.98,4733.25
0.212503633,2/1/2016,7,0,10,0.47,-0.04,90.08,6,29.2,29.99,4732.25
0.454631401,2/1/2016,8,0.14,9.92,0.89,0.3,92,2.76,29.22,30.01,4731.5
0.682204014,2/1/2016,9,0.92,10,1.97,0.41,86.12,5.56,29.24,30.04,4728.5
0.292120213,2/1/2016,10,0.46,10,3.15,1.07,82.48,2.12,29.27,30.06,4724.25
0.003405257,2/1/2016,11,0.42,10,4.5,1.05,75.88,0,29.27,30.06,4723
0.765548723,2/1/2016,12,0,10,6.16,1.26,68.96,0,29.26,30.05,4722.5
0.303420841,2/1/2016,13,0,10,7.56,1.41,64.48,0,29.25,30.04,4722.5
0.455588387,2/1/2016,14,0,10,8.47,0.63,57.12,3.72,29.24,30.03,4721
0.487375943,2/1/2016,15,0,10,8.78,-0.2,51.76,2.04,29.23,30.02,4720.5
0.351146505,2/1/2016,16,0,10,8.49,-0.21,54.2,3.2,29.24,30.03,4720.25
0.951774541,2/1/2016,17,0,10,5.86,0.44,64.64,3.16,29.26,30.05,4719.75
0.289417441,2/2/2016,6,0.92,5.04,2.07,0.54,89.8,14.08,29.19,29.98,4719.75
0.629112487,2/2/2016,7,0.92,5.76,2.51,0.67,86.8,18,29.13,29.92,4719.75
0.161798055,2/2/2016,8,0.92,5,2.63,1.06,88.84,17.92,29.08,29.87,4719
0.248438961,2/2/2016,9,1,6.35,3.34,1.65,86.89,18.3,29.01,29.81,4718.5
0.050848974,2/2/2016,10,0.99,5.22,3.95,2.22,87.26,20.18,28.95,29.75,4718.25
0.881315912,2/2/2016,11,1,7.35,5.04,3.16,86.38,21.5,28.9,29.68,4718
0.182721003,2/2/2016,12,1,5.93,6.34,4.93,90.56,20.46,28.85,29.64,4717.5
0.961430933,2/2/2016,13,1,1,7.96,7.07,97.28,17.56,28.81,29.59,4717.5
0.810042257,2/2/2016,14,1,0.92,9.99,9.27,97.38,15.76,28.76,29.54,4717.25
0.656360707,2/2/2016,15,1,3.15,11.87,11.02,96,20.92,28.72,29.5,4717.25
0.616429985,2/2/2016,16,1,4.68,12.79,11.72,95.2,17.96,28.71,29.49,4716.75
0.020138441,2/2/2016,17,0.83,7.26,13.51,12.56,94.26,17.15,28.69,29.47,4716.75
0.189125075,2/3/2016,6,0.16,10,2.47,0.22,79.12,15.36,28.83,29.61,4716.25
0.828960182,2/3/2016,7,0.56,10,1.86,-0.17,81.04,11.72,28.85,29.63,4716.25
0.381181091,2/3/2016,8,0.98,10,2.47,0.23,80.04,15.23,28.88,29.67,4716.25
0.793569149,2/3/2016,9,1,10,3.14,0.42,79,20.56,28.91,29.7,4716
0.802351542,2/3/2016,10,1,10,3.13,1.02,81.88,19.4,28.94,29.73,4715.75
0.050139501,2/3/2016,11,1,7.44,2.78,1.22,86.8,21.4,28.96,29.75,4715.75
0.160684481,2/3/2016,12,1,5.3,2.05,1.05,88.7,22.35,28.98,29.77,4715.5
0.71502754,2/3/2016,13,1,9.74,1.58,0.39,88.58,21.59,29,29.79,4715.5
0.709740027,2/3/2016,14,1,9.89,1.1,-0.08,87.56,22.57,29.05,29.84,4715.25
0.787197327,2/3/2016,15,1,10,0.31,-0.77,88.58,19,29.08,29.88,4715
0.297212966,2/3/2016,16,1,10,-0.22,-1.66,85.76,21.16,29.13,29.92,4714.25
0.185388921,2/3/2016,17,1,10,-0.54,-2.36,84.2,19.72,29.17,29.96,4714.25
0.022755289,2/4/2016,6,1,10,-4.76,-7.75,75.92,13.68,29.42,30.22,4714.25
0.80844005,2/4/2016,7,0.42,10,-5.41,-8.68,75.44,12.08,29.45,30.25,4714.25
0.992587234,2/4/2016,8,0.3,10,-5.49,-8.8,74.57,11.88,29.46,30.26,4714
0.487276838,2/4/2016,9,0.29,10,-4.75,-8.5,71.64,12.6,29.48,30.28,4714
0.328599973,2/4/2016,10,0.15,10,-3.81,-8.15,69.84,10.76,29.49,30.29,4713.75
0.158171521,2/4/2016,11,0,10,-2.86,-7.78,66.84,8.72,29.47,30.27,4713.75
0.524010946,2/4/2016,12,0.28,10,-1.92,-6.76,67.72,10.44,29.46,30.26,4713.75
0.224212638,2/4/2016,13,0,10,-1.19,-6.52,64.52,10.64,29.45,30.25,4713.75
0.771783637,2/4/2016,14,0,10,-0.49,-6.05,64.84,8.08,29.44,30.24,4713.25
0.148090397,2/4/2016,15,0,10,0.1,-5.54,63.8,8.72,29.45,30.25,4713.25
0.486722671,2/4/2016,16,0,10,0.12,-5.36,64.96,7.68,29.47,30.27,4713.25
0.414162227,2/4/2016,17,0,10,-0.6,-4.66,69.2,4.84,29.49,30.29,4713
0.849827828,2/5/2016,6,0.56,9.96,-3.37,-4.33,87.27,7.23,29.53,30.33,4713
0.112109217,2/5/2016,7,0.98,6.42,-2.93,-3.86,87.58,9.42,29.55,30.35,4712.75
0.343835382,2/5/2016,8,0.92,9.73,-2.74,-4.65,84.08,10,29.57,30.37,4712.5
0.432806557,2/5/2016,9,0.75,10,-1.9,-4.38,76.42,11.31,29.58,30.38,4712
0.747939573,2/5/2016,10,1,10,-1.58,-4.41,75.62,8.85,29.59,30.39,4711
0.611234282,2/5/2016,11,1,10,-1.34,-4.07,77.04,8.64,29.59,30.39,4711
0.13841209,2/5/2016,12,1,10,-0.96,-4.04,76.92,8.72,29.58,30.38,4711
0.320998773,2/5/2016,13,1,10,-0.57,-4.03,74.76,6.04,29.56,30.36,4711
0.697785988,2/5/2016,14,1,10,-0.35,-4.03,74.76,7.36,29.57,30.37,4711
0.051692088,2/5/2016,15,1,10,-0.1,-4.1,72.84,6.36,29.57,30.37,4710.75
0.357207938,2/5/2016,16,1,10,-0.15,-3.85,74.76,5,29.58,30.38,4710.75
0.852208882,2/5/2016,17,0.97,10,-0.7,-4.07,75.56,4.74,29.58,30.39,4709.5
0.566133595,2/6/2016,6,1,7,-3.27,-4.39,91.72,3.8,29.51,30.31,4709.5
0.271487551,2/6/2016,7,0.79,5.68,-3.21,-3.66,91.04,4.28,29.52,30.32,4708.25
0.516262465,2/6/2016,8,0.16,5,-2.18,-3.15,89.92,6.92,29.52,30.32,4708.25
0.99674448,2/6/2016,9,0,5.72,-0.32,-2.05,87.56,7.36,29.52,30.32,4708
0.756086143,2/6/2016,10,0,9.92,1.93,-1.72,75.16,8.04,29.51,30.31,4708
0.444905756,2/6/2016,11,0,10,3.8,-0.97,67.88,8,29.48,30.28,4707.5
0.280923229,2/6/2016,12,0,10,5.39,-0.72,63.4,7.76,29.45,30.25,4707.25
0.235270371,2/6/2016,13,0,10,6.66,-0.11,59.92,10,29.43,30.23,4707
0.423743881,2/6/2016,14,0,10,7.49,0.37,59.76,10.76,29.4,30.2,4707
0.615222082,2/6/2016,15,0,10,7.66,0.49,60.8,10.32,29.39,30.19,4706.75
0.463756432,2/6/2016,16,0,10,7.07,0.93,62.8,7.48,29.39,30.19,4706.25
0.253943956,2/6/2016,17,0,10,4.04,0.98,75.36,5.4,29.38,30.18,4705.75
0.106200221,2/7/2016,6,0.14,10,2.15,-0.82,76.12,12.28,29.18,29.97,4703.25
0.459300014,2/7/2016,7,0,10,2.4,-0.89,70.36,12.28,29.16,29.95,4702.25
0.274335407,2/7/2016,8,0,10,2.96,-0.76,71.08,16.6,29.15,29.94,4701.75
0.519246054,2/7/2016,9,0,10,3.96,-0.61,70.2,17.96,29.12,29.91,4701.5
0.954399453,2/7/2016,10,0,10,5.85,0.49,66.92,19.24,29.11,29.9,4701.5
0.249393543,2/7/2016,11,0,10,7.77,1.47,62.8,19.36,29.08,29.87,4700.25
0.621262585,2/7/2016,12,0,10,8.82,1.47,60.16,18.88,29.05,29.84,4700.25
0.599392782,2/7/2016,13,0.28,10,9.12,2.36,61.36,18,29.03,29.82,4699.75
0.404399858,2/7/2016,14,0.28,10,8.98,2.42,62.4,18.88,29.01,29.8,4699.5
0.27989911,2/7/2016,15,0.14,10,8.28,2.25,63.8,17.8,29.01,29.8,4697.25
0.725560716,2/7/2016,16,0.14,10,7.12,2.37,70.68,13.28,29.03,29.82,4697
0.072230974,2/7/2016,17,0.15,10,5.74,2.05,71.64,12.44,29.04,29.83,4696.25
0.133258729,2/8/2016,6,1,6.7,0.54,-0.05,92,8.37,28.89,29.67,4695.75
0.767739104,2/8/2016,7,1,3.22,0.04,-0.73,92.82,10.85,28.89,29.68,4695.25
0.671429245,2/8/2016,8,1,8,-0.89,-1.85,89.8,14.64,28.91,29.69,4695
0.253732682,2/8/2016,9,1,9.96,-2.34,-4.65,79.04,18.16,28.92,29.71,4693.25
0.223061933,2/8/2016,10,1,10,-3.25,-5.12,79.12,18.88,28.94,29.73,4692
0.555041205,2/8/2016,11,1,4.42,-3.55,-5.68,81.07,20.86,28.95,29.74,4691.5
0.84113242,2/8/2016,12,1,7.32,-3.6,-6.23,78.12,16.52,28.95,29.73,4690.75
0.8359195,2/8/2016,13,1,5.19,-4.24,-7.3,75.21,16.99,28.95,29.74,4687.5
0.930554912,2/8/2016,14,1,1.78,-4.87,-6.8,82.31,16.86,28.96,29.76,4685.75
0.810144223,2/8/2016,15,1,1.94,-5.22,-6.93,83.61,15.71,28.98,29.77,4685
0.567577988,2/8/2016,16,1,4.42,-5.2,-7.21,82,14.88,28.99,29.78,4682.75
0.79375973,2/8/2016,17,1,8.3,-5.43,-7.83,79.22,16.81,29.01,29.8,4682.5
0.298220937,2/9/2016,6,1,8.36,-7.32,-9.58,79.56,14.32,29.01,29.8,4682.5
0.166219692,2/9/2016,7,1,4.66,-7.77,-9.83,82.08,15.6,29.03,29.83,4679.75
0.899570201,2/9/2016,8,1,4.04,-7.79,-9.99,81.72,15.35,29.04,29.84,4679.5
0.623945049,2/9/2016,9,1,3.48,-7.53,-10.06,78.32,16.86,29.05,29.85,4679.25
0.581340188,2/9/2016,10,1,1.98,-7.52,-9.68,81.77,19.54,29.07,29.86,4679
0.729155724,2/9/2016,11,1,1.85,-7.41,-9.72,81.51,21.46,29.08,29.87,4678
0.19718059,2/9/2016,12,1,2.62,-7.47,-10.37,77.75,19.63,29.08,29.87,4676.25
0.468226828,2/9/2016,13,0.93,3.25,-7.3,-10.62,74.11,21.48,29.07,29.87,4676
0.671760756,2/9/2016,14,1,4.71,-7.1,-10.81,72.08,20.12,29.09,29.88,4675
0.533414563,2/9/2016,15,1,4.78,-7.12,-10.71,73.38,20.35,29.12,29.91,4674.5
0.383607183,2/9/2016,16,1,3.84,-7.5,-10.8,76.26,18.68,29.14,29.94,4673.75
0.742454958,2/9/2016,17,1,6.98,-7.71,-11.29,72.96,15.92,29.16,29.95,4673.75
0.927130985,2/10/2016,6,0,10,-13.94,-15.79,76.16,8.96,29.26,30.05,4672.25
0.440004986,2/10/2016,7,0,10,-13.83,-15.95,76.28,9.6,29.27,30.06,4671.75
0.694598063,2/10/2016,8,0,10,-11.7,-15.46,70.24,14.6,29.28,30.07,4671.75
0.840883469,2/10/2016,9,0,10,-10.71,-15.06,67.12,17.44,29.3,30.09,4670.25
0.599716351,2/10/2016,10,0.28,10,-9.8,-14.84,64.44,14.64,29.3,30.09,4670
0.313969547,2/10/2016,11,0,10,-9.02,-13.98,65.6,13.04,29.29,30.08,4667.75
0.925348078,2/10/2016,12,0.28,10,-8.06,-13.47,63.92,11.12,29.28,30.07,4667.5
0.286042265,2/10/2016,13,0.29,10,-7.33,-13.09,61.24,11.76,29.26,30.05,4667.25
0.219406846,2/10/2016,14,0,10,-6.82,-12.91,60.6,11.76,29.26,30.05,4667
0.478610666,2/10/2016,15,0.38,10,-6.67,-12.92,59.04,10.52,29.27,30.06,4665.5
0.441677005,2/10/2016,16,0.56,10,-6.68,-13.2,57.44,10.2,29.28,30.07,4665.5
0.842989224,2/10/2016,17,0.45,10,-6.97,-13.04,59.64,8.88,29.3,30.09,4664.75
0.116673602,2/11/2016,6,0,10,-12.06,-14.34,78.88,5.36,29.47,30.27,4664.5
0.320354393,2/11/2016,7,0,10,-12.14,-15.65,68.47,8.56,29.48,30.28,4664
0.791546003,2/11/2016,8,0,10,-10.42,-15.16,65.2,8.44,29.5,30.3,4661.75
0.343710189,2/11/2016,9,0,10,-8.95,-14.83,61.56,8.36,29.52,30.32,4660
0.554938338,2/11/2016,10,0,10,-7.91,-15.4,52.64,7.4,29.53,30.33,4657.75
0.596607579,2/11/2016,11,0,10,-7.11,-15.49,49.56,5.72,29.53,30.33,4655.75
0.129630424,2/11/2016,12,0,10,-6.33,-15.11,48.52,5.4,29.52,30.32,4655.75
0.272136936,2/11/2016,13,0,10,-5.77,-15.09,47.92,1.2,29.51,30.31,4652.75
0.986372286,2/11/2016,14,0,10,-5.21,-14.1,50.08,3.2,29.51,30.31,4651.25
0.58145149,2/11/2016,15,0,10,-4.93,-13.44,50.56,4.08,29.5,30.3,4650.25
0.959838071,2/11/2016,16,0,10,-5.24,-13.56,49.6,1.92,29.51,30.31,4650
0.314669791,2/11/2016,17,0,10,-5.62,-13.46,52.72,0,29.51,30.31,4647
0.059480879,2/12/2016,6,1,7.6,-6.22,-7.53,87.08,4.54,29.39,30.19,4645.25
0.559562558,2/12/2016,7,1,10,-5.82,-6.91,87.08,6.65,29.4,30.2,4644.75
0.185399865,2/12/2016,8,1,10,-5.22,-6.29,86.96,9.62,29.39,30.19,4643
0.801369949,2/12/2016,9,1,10,-4.57,-6.4,80.2,12.92,29.39,30.19,4639.75
0.012947718,2/12/2016,10,1,9.96,-3.98,-6.44,78.27,15.96,29.4,30.2,4638.5
0.430502372,2/12/2016,11,1,7.44,-3.57,-6.27,78,15.32,29.39,30.19,4637.75
0.717531924,2/12/2016,12,1,6.12,-3.54,-6.09,79.08,18.08,29.39,30.19,4637.75
0.399265314,2/12/2016,13,1,6.96,-3.22,-6.95,73.15,20.73,29.39,30.19,4637.25
0.070242998,2/12/2016,14,1,10,-2.96,-8.59,63.07,23.04,29.39,30.19,4637.25
0.195129167,2/12/2016,15,0.74,10,-3.07,-10.04,57.48,22.36,29.41,30.21,4635.75
0.642375288,2/12/2016,16,0.31,10,-2.99,-11.06,51.92,22.24,29.42,30.22,4635.25
0.632708815,2/12/2016,17,0.14,10,-4.25,-12.38,50.36,19.48,29.46,30.26,4634.5
0.468960066,2/13/2016,6,0,10,-14.88,-19.93,62.04,6.32,29.78,30.58,4633.5
0.871291992,2/13/2016,7,0,10,-14.93,-20.09,62.16,6.08,29.79,30.59,4632.75
0.821207263,2/13/2016,8,0,10,-13.58,-20.54,55.08,7.48,29.8,30.61,4632.5
0.576294525,2/13/2016,9,0,10,-12.32,-19.86,53,9.36,29.81,30.62,4631.75
0.115258618,2/13/2016,10,0,10,-10.96,-19.2,50.24,10.04,29.81,30.62,4630.5
0.815408168,2/13/2016,11,0,10,-9.75,-18.72,48.24,9.28,29.8,30.61,4629.75
0.019969636,2/13/2016,12,0,10,-8.82,-17.76,48.04,7.76,29.79,30.59,4628.5
0.785128392,2/13/2016,13,0,10,-7.85,-17.36,44.84,7.68,29.77,30.57,4626.25
0.650149965,2/13/2016,14,0,10,-7.32,-17.08,43.56,8.28,29.74,30.54,4624.5
0.198898846,2/13/2016,15,0,10,-6.95,-17.08,42.84,8.96,29.74,30.54,4624
0.757897457,2/13/2016,16,0,10,-7.24,-17.58,41.08,5.16,29.73,30.53,4623.25
0.610973299,2/13/2016,17,0,10,-7.69,-17.95,42.36,3.08,29.71,30.51,4622.5
0.460474847,2/14/2016,6,1,4.56,-8.94,-11.44,77.92,15.72,29.54,30.34,4620.5
0.167762679,2/14/2016,7,1,5.84,-8.76,-11.16,78.44,17.16,29.5,30.3,4620
0.675771969,2/14/2016,8,1,9.04,-8.43,-11.16,77.16,19.44,29.46,30.26,4617.25
0.316497182,2/14/2016,9,1,10,-8.11,-11.16,75.24,18.44,29.46,30.26,4616.75
0.794768227,2/14/2016,10,1,1.95,-7.71,-10.31,78.71,17.49,29.43,30.23,4616.5
0.513910106,2/14/2016,11,1,1.12,-7.58,-9.21,85.38,16.96,29.4,30.2,4616
0.845949144,2/14/2016,12,1,0.78,-7.39,-8.78,86.43,15.46,29.37,30.16,4613.25
0.144712337,2/14/2016,13,1,0.72,-6.91,-8.45,86.76,14.65,29.32,30.12,4612.75
0.728402408,2/14/2016,14,1,1.9,-6.62,-8.29,84,15.69,29.3,30.09,4612.75
0.461136096,2/14/2016,15,1,6,-6.62,-8.43,84,16.74,29.27,30.06,4610.5
0.1270483,2/14/2016,16,1,10,-6.58,-8.22,81,14.88,29.26,30.05,4610.25
0.681358991,2/14/2016,17,1,4.38,-6.6,-8.24,84.19,14,29.26,30.05,4610.25
0.64221955,2/15/2016,6,1,5,-4.1,-4.52,94.72,6.76,29.13,29.92,4608.75
0.586573065,2/15/2016,7,1,3.08,-3.83,-4.14,94.56,6.72,29.14,29.93,4607.75
0.387408676,2/15/2016,8,1,2.83,-3.33,-3.72,95.7,7.11,29.14,29.93,4607.25
0.831158629,2/15/2016,9,1,2.98,-2.65,-2.8,94.56,7.16,29.13,29.92,4604.75
0.868299567,2/15/2016,10,1,2.37,-2.02,-2.15,94.52,7.96,29.13,29.92,4604.5
0.725542353,2/15/2016,11,1,2.42,-1.53,-1.52,92.16,7.72,29.11,29.9,4603
0.439851557,2/15/2016,12,1,2.23,-1.35,-1.45,93.38,7.62,29.08,29.87,4601.75
0.630445453,2/15/2016,13,1,2.12,-1.13,-1.18,95.84,6,29.07,29.86,4601.25
0.521572915,2/15/2016,14,1,2.77,-0.85,-1.11,92,6.27,29.06,29.86,4600.25
0.425797152,2/15/2016,15,1,2.96,-0.89,-0.91,95.56,6.15,29.06,29.86,4597.75
0.24830234,2/15/2016,16,1,3.75,-0.88,-0.94,94.62,4.46,29.06,29.85,4597.5
0.689783347,2/15/2016,17,1,2.13,-0.82,-0.63,95.84,4.72,29.06,29.85,4597.25
0.931084012,2/16/2016,6,0.94,10,-5.35,-5.12,90.62,2.69,29.03,29.82,4595.25
0.780988112,2/16/2016,7,0.91,7.21,-4.51,-5.12,87.68,3.28,29.03,29.82,4594.5
0.298443495,2/16/2016,8,0.66,7.04,-3.94,-4.79,90.44,3.44,29.03,29.82,4593.25
0.969619846,2/16/2016,9,0.35,7.11,-2.87,-4.5,86.63,5.22,29.03,29.82,4592.75
0.138027018,2/16/2016,10,0.52,7.08,-1.37,-3.54,84.04,5.72,29.05,29.84,4592.5
0.840071908,2/16/2016,11,0.24,7.08,0.02,-2.79,81.16,7.08,29.05,29.84,4592.25
0.972610383,2/16/2016,12,0.56,8.08,1.29,-2.1,81.04,9.24,29.04,29.83,4591.75
0.29449388,2/16/2016,13,0.96,8.04,1.72,-1.45,83.8,7.72,29.04,29.83,4591
0.378654641,2/16/2016,14,0.93,7.22,2.39,-1.11,81.12,8.56,29.04,29.83,4587.25
0.376099662,2/16/2016,15,0.96,7.08,2.35,-1.02,81.64,7.32,29.05,29.84,4585.5
0.270878845,2/16/2016,16,1,8.08,2.03,-1.1,81.53,4.68,29.07,29.86,4585
0.506667525,2/16/2016,17,1,6.48,1.33,-1,83.68,0.2,29.09,29.88,4583
0.304325489,2/17/2016,6,0,6.36,-2.16,-3.65,89.92,6.68,29.35,30.15,4582.75
0.203887886,2/17/2016,7,0.24,5.08,-2,-3.74,87.56,4.72,29.38,30.18,4582.75
0.542280739,2/17/2016,8,0.97,7.08,0.27,-2.65,80.73,5.69,29.41,30.21,4581.5
0.288621418,2/17/2016,9,1,8.04,0.8,-2.53,77.8,8.56,29.44,30.24,4580.75
0.954203097,2/17/2016,10,1,9.96,1.21,-3.17,72.04,6.68,29.45,30.25,4578.75
0.622271123,2/17/2016,11,1,10,1.56,-2.68,73.72,6.52,29.46,30.26,4578.25
0.89689037,2/17/2016,12,1,10,1.69,-2.33,75.64,6.92,29.46,30.26,4573.5
0.720946907,2/17/2016,13,1,10,1.68,-2.24,76.49,6.68,29.46,30.26,4573.25
0.277121919,2/17/2016,14,1,9.96,1.56,-2.45,77.68,6.64,29.47,30.27,4573
0.642463873,2/17/2016,15,1,9.92,1.4,-2.43,78.43,5.77,29.49,30.29,4572
0.638683845,2/17/2016,16,1,9.82,0.94,-2.56,77.4,6.25,29.49,30.29,4572
0.808540068,2/17/2016,17,1,9.92,0.43,-2.45,77.92,2.8,29.5,30.3,4571.25
0.621812743,2/18/2016,6,0.73,6.96,-0.5,-1.55,87.56,10.32,29.56,30.36,4571
0.841265586,2/18/2016,7,0.14,4.32,-0.52,-1.52,89.96,9.4,29.57,30.37,4570.75
0.708113636,2/18/2016,8,0.01,4.64,0.53,-1.18,86.28,11.4,29.58,30.38,4570.75
0.224503408,2/18/2016,9,0.88,5,1.85,-0.72,82.96,14.68,29.58,30.38,4569.5
0.807200156,2/18/2016,10,0.71,6.32,3.19,-0.15,80.8,15.96,29.57,30.37,4568.75
0.125623079,2/18/2016,11,0,7,4.78,0.54,75.88,20.24,29.54,30.34,4566.25
0.388145059,2/18/2016,12,0.14,7.04,5.9,1.61,74.2,23.96,29.5,30.3,4566.25
0.593649085,2/18/2016,13,0.63,8,6.79,2.22,69.92,21.72,29.46,30.26,4565
0.506896254,2/18/2016,14,0.82,9,7.19,2.06,68.2,22,29.4,30.2,4563.75
0.35522711,2/18/2016,15,0.39,9.96,7.19,1.8,67.24,20.24,29.37,30.17,4563.25
0.804375341,2/18/2016,16,0.29,9.96,6.57,1.73,68.96,21.68,29.32,30.11,4563
0.034770278,2/18/2016,17,0.65,9.92,5.84,1.58,72.28,16.84,29.29,30.08,4561.75
0.209690147,2/19/2016,6,0,10,7.02,3.31,78.68,17.24,28.96,29.75,4555.5
0.150413712,2/19/2016,7,0,10,8.63,4.23,71.32,21.92,28.95,29.74,4553.75
0.386789013,2/19/2016,8,0,10,10.72,5.18,66,23.4,28.95,29.73,4553.5
0.174412001,2/19/2016,9,0,10,12.13,6.47,65.92,23.04,28.95,29.73,4551.75
0.05232346,2/19/2016,10,0,10,13.23,7.38,66.88,23.56,28.94,29.73,4551.25
0.205477468,2/19/2016,11,0,10,15.27,8.8,65.6,26.24,28.93,29.72,4551
0.1773054,2/19/2016,12,0.38,10,16.59,10.37,66.52,28.64,28.92,29.71,4549.75
0.912387604,2/19/2016,13,0.49,10,17.31,8.18,53.4,24.72,28.95,29.74,4549.25
0.298966624,2/19/2016,14,0,10,17.42,5.62,45.2,27.92,28.96,29.75,4548.25
0.524431041,2/19/2016,15,0,10,16.84,5.48,45.76,26.12,28.98,29.77,4548
0.271847511,2/19/2016,16,0,10,15.87,5.21,48.12,19.88,29.01,29.8,4545.25
0.708880871,2/19/2016,17,0,10,13.61,4.22,51.96,15.92,29.05,29.84,4543.75
0.688770922,2/20/2016,6,0,10,4.16,0.26,67.91,14.16,29.14,29.93,4542.5
0.619400176,2/20/2016,7,0,10,4.84,1.3,69.4,14.2,29.15,29.94,4542
0.297901767,2/20/2016,8,0,10,7.42,2.17,63.76,15.72,29.16,29.95,4540.75
0.073029694,2/20/2016,9,0,10,11.4,3.17,55.16,13.04,29.17,29.96,4539.25
0.88620153,2/20/2016,10,0,10,15.36,2.53,42.88,13.4,29.16,29.95,4539.25
0.702462418,2/20/2016,11,0,10,16.66,3.55,41.36,11.16,29.16,29.95,4538.75
0.911107415,2/20/2016,12,0,10,18.17,4.87,41.36,10.2,29.15,29.94,4534.75
0.133670058,2/20/2016,13,0,10,19.32,5.09,39.32,14.04,29.12,29.91,4532.25
0.428144692,2/20/2016,14,0,10,20.16,4.63,36.44,9.8,29.12,29.91,4531.25
0.419525112,2/20/2016,15,0,10,20.42,4.36,34.72,8.76,29.12,29.91,4527
0.930613261,2/20/2016,16,0,10,19.26,5.58,41.13,7.44,29.13,29.92,4525.25
0.554911487,2/20/2016,17,0,10,15.77,6.44,51,4.36,29.15,29.94,4523.75
0.007446071,2/21/2016,6,0,10,0.97,0.32,87.76,9.08,29.24,30.03,4519.25
0.524863979,2/21/2016,7,0,10,1.39,0.46,87.76,8.68,29.25,30.05,4518.5
0.34785351,2/21/2016,8,0,10,3.75,1.62,84.12,9.8,29.25,30.04,4517.75
0.128782661,2/21/2016,9,0,10,5.67,2.14,79.53,10,29.26,30.06,4517
0.26787829,2/21/2016,10,0,10,7.52,2.83,74.53,10.44,29.28,30.07,4516.25
0.173472369,2/21/2016,11,0.42,10,8.93,3.08,67,11.72,29.28,30.07,4516
0.561106268,2/21/2016,12,0.42,10,9.88,3.29,65.64,7.76,29.28,30.07,4515.25
0.177294535,2/21/2016,13,0.8,10,9.69,3.76,68.13,12.92,29.27,30.06,4512.5
0.181325986,2/21/2016,14,0.9,10,9.03,3.36,70.35,14.84,29.28,30.07,4510
0.954705432,2/21/2016,15,0.99,10,7.78,2.77,71.84,12.48,29.3,30.09,4509.75
0.15664757,2/21/2016,16,0.99,10,7.34,2.67,70.88,14.12,29.3,30.09,4508.75
0.13538304,2/21/2016,17,1,10,6.53,2.47,71,11.84,29.31,30.11,4505.75
0.728963318,2/22/2016,6,0.03,10,-1.41,-2.48,87.35,5.04,29.39,30.18,4505
0.396546353,2/22/2016,7,0.03,10,-1.01,-2.24,86.54,3.77,29.39,30.18,4501.5
0.981647405,2/22/2016,8,0,10,1.3,-1.34,80.92,7.4,29.37,30.17,4500.75
0.371582246,2/22/2016,9,0.04,10,2.99,-1.34,71.04,10.57,29.37,30.17,4500.5
0.325140069,2/22/2016,10,0.41,10,4.11,-1.27,65.72,10.68,29.37,30.17,4498.25
0.438269086,2/22/2016,11,0.33,10,5.2,-0.47,64.74,9.22,29.36,30.16,4498.25
0.81887347,2/22/2016,12,0.76,10,6.02,-0.14,63.52,3.8,29.36,30.16,4497.75
0.766519093,2/22/2016,13,0.81,10,6.85,-0.08,60.67,5.7,29.33,30.13,4497.75
0.948286748,2/22/2016,14,0.3,10,7.75,0.12,56.69,7.77,29.3,30.1,4497.5
0.963403278,2/22/2016,15,0,10,8.11,-0.06,55.92,4.28,29.29,30.08,4494.5
0.081457351,2/22/2016,16,0,10,7.97,0.01,55.92,7.64,29.28,30.07,4494.25
0.806914517,2/22/2016,17,0,10,6.53,0.33,62.8,7,29.28,30.07,4493
0.419117004,2/23/2016,6,0,10,-1.23,-2.91,86,9.4,29.27,30.06,4492.25
0.412586106,2/23/2016,7,0,10,-0.72,-2.97,85.2,10.04,29.29,30.08,4491.5
0.756099092,2/23/2016,8,0,10,0.56,-2.78,79.8,12.04,29.3,30.09,4491.25
0.699743791,2/23/2016,9,0,10,2.77,-1.8,73.84,13.72,29.28,30.07,4491.25
0.545258078,2/23/2016,10,0,10,5.22,-1.2,64.88,15.32,29.27,30.06,4491
0.805421107,2/23/2016,11,0,10,6.94,-0.95,56.64,16.72,29.26,30.05,4490.25
0.336461706,2/23/2016,12,0,10,8.32,-0.86,51.92,15.44,29.23,30.02,4488.5
0.286488436,2/23/2016,13,0,10,9.17,-0.44,49.84,15.36,29.19,29.98,4488
0.073078026,2/23/2016,14,0,10,9.41,-0.52,49.28,16.28,29.17,29.96,4487.25
0.359383672,2/23/2016,15,0,10,8.85,-0.32,51.84,13.36,29.17,29.96,4486.5
0.628267091,2/23/2016,16,0,10,7.9,-0.29,55.76,16.4,29.15,29.94,4486.5
0.585653382,2/23/2016,17,0.01,10,6.79,-0.56,57.2,15.84,29.12,29.92,4485.75
0.12949566,2/24/2016,6,1,5.07,0.65,-0.11,90.34,25.62,28.72,29.51,4483.75
0.970308776,2/24/2016,7,1,1.89,0.36,-0.18,91.58,26.67,28.7,29.48,4480.75
0.612758167,2/24/2016,8,1,3.13,0.34,-0.27,91.52,26.03,28.69,29.47,4479.75
0.546944848,2/24/2016,9,1,0.63,0.23,-0.12,94.37,25.88,28.67,29.46,4479.5
